"374","Chukchina","recoger la sobra","\N","\N","\N","chay ch’usaqkunata hoqariy","negative"
"375","Chukchu unkuy","Paludismo","\N","\N","\N","Malaria unquy","negative"
"376","Chukchuk","Tembloroso","\N","\N","\N","Katkatataspa","negative"
"377","Chukchuna","temblar","\N","\N","\N","khatatatay","negative"
"378","Chuki","Mineral","\N","\N","\N","Mineral nisqa","neutral"
"379","Chukikamay","Minera","\N","minería","\N","minería nisqamanta","neutral"
"380","Chukillankay","Mitas","\N","\N","\N","Mitas","negative"
"381","Chukllu","Choclo","\N","\N","\N","Sara","negative"
"382","chukri","herida","\N","\N","\N","kiri","negative"
"383","Chukrichiy","Herir","\N","\N","\N","Kiriy","negative"
"384","Chukrina","Lastimarse","\N","\N","\N","K’iriy","negative"
"385","Chukrishka","Herido","\N","Herida","\N","Kirisqa","negative"
"386","Chukriy","Herir","\N","\N","\N","Kiriy","negative"
"387","Chukriyku","Ulcera","\N","\N","\N","Nanasqa","negative"
"388","Chuku","casco","\N","celada","\N","uma chuku","neutral"
"389","Chukuri","Comadreja","\N","\N","\N","Comadreja","neutral"
"390","Chullachishka kutinkutinchikyuk puchu","Diferencia de exponentes impares","\N","\N","\N","Exponentes impar nisqakunaq chikan kaynin","neutral"
"391","Chullachishka yupay","Número impar","\N","\N","\N","Impar yupay","neutral"
"392","Chullashka kimsamanyachi","Triángulo escaleno","\N","\N","\N","Escaleno kimsa kuchu","neutral"
"393","Chullayashka yupay","Número impar","\N","\N","\N","Impar yupay","neutral"
"394","Chullpi","Chulpi","\N","\N","\N","Chulpi","neutral"
"395","Chumpi","Faja","\N","\N","\N","Wad de facturas","neutral"
"396","Chumpiku","Cinta","\N","\N","\N","Cinta","neutral"
"397","CHUNKA","diez","\N","10","\N","chunka","neutral"
"398","CHUNKA SHUK","once","\N","11","\N","chunka hukniyuq","neutral"
"399","Chunkachik hillay","Material decimal","\N","\N","\N","chunkayuq material","neutral"
"400","Chunkachishka yupaychikakunata","Representación polinómica","\N","\N","\N","polinomio nisqamanta rikuchiy","neutral"
"401","Chunkakri","Décimo","\N","\N","\N","Chunka kaq","neutral"
"402","Chunkalli","Decimal","\N","\N","\N","Chunkayuq","neutral"
"403","Chunkana","Juego de azar","\N","\N","\N","Pukllay","negative"
"404","Chunkayllichik","Sistema decimal","\N","\N","\N","chunkayuq sistema","negative"
"405","Chuntapalashka","Embrujado","\N","\N","\N","Embrujado","negative"
"406","Chupu","Tumor","\N","\N","\N","Tumor","negative"
"407","Churana","Ropa","\N","ponerse la ropa","llevar puesto","Pachakuna","neutral"
"408","CHURANAKUNA","VESTIMENTA","\N","\N","\N","PACHAKUNA","neutral"
"409","Churi","Hijo","\N","\N","\N","Churi","neutral"
"410","Churu","Caracol","\N","\N","\N","Churu","neutral"
"411","Chushak","Vacío","\N","\N","\N","Mana imayuq","negative"
"412","Chushik","Lechuza","\N","\N","\N","Tuku","neutral"
"413","CHUSKU","cuatro","\N","4","\N","tawa","neutral"
"414","CHUSKU CHUNKA","cuarenta","\N","40","\N","tawa chunka","neutral"
"415","CHUSKU PATSAK","cuatrocientos","\N","400","\N","tawa pachak","neutral"
"416","Chuskuchishka pampa","Plano bidimensional Cartesiano","\N","\N","\N","Iskay tupuyuq plano cartesiano","neutral"
"417","Chuskumanyachi","Cuadrilátero","\N","\N","\N","Tawa kuchuyuq","neutral"
"418","Chuspi","Mosca","\N","\N","\N","Chuspi","neutral"
"419","Chutana","halar","\N","\N","\N","chutay","neutral"
"420","Chutarik","Elasticidad","\N","\N","\N","Elasticidad nisqa","positive"
"421","Chutarina","Estirarse","\N","ponerse en el suelo","\N","Mastariy","positive"
"422","Chuya","Aguado","\N","\N","\N","Yakuyuq","neutral"
"423","Chuyaklla yaku","Agua potable","\N","\N","\N","Upyana yaku","positive"
"424","Chuyakllachina","Potabilizar","\N","\N","\N","chuyanchana","positive"
"425","Chuyakllachiy","Potabilización","\N","\N","\N","Potabilización nisqa","positive"
"426","Chuyayana","Asear","\N","\N","\N","Pichay","positive"
"427","Chuyayay","Aseo","\N","\N","\N","Ch’uya kay","positive"
"428","Hachun","Nuera","\N","cuñada","\N","Ususin","neutral"
"429","Hallmana","Desyerbar","\N","\N","\N","qura qichuy","neutral"
"430","Hampatu","Rana","\N","\N","\N","Kayra","positive"
"431","hampi","curación","\N","medicina","\N","hanppiy","positive"
"432","HAMPIK IKAY","Seguro Medico","\N","\N","\N","Seguro de salud nisqa","positive"
"433","HAMPIKILLKALLI","Receta Medica","\N","\N","\N","Receta nisqa","positive"
"434","Hampina","Curar","\N","\N","\N","Hanpi","positive"
"435","Hampiwasi","Centro de Salud","\N","Hospital","\N","Clínica","neutral"
"436","Hamuktana","Entender","\N","\N","\N","Hamutay","positive"
"437","Hamutana","Comprender:","\N","\N","\N","Hapiy:","positive"
"438","Hamutay","Comprensión","\N","comprender","\N","Hamutay","positive"
"439","Hanika","Fanega","\N","\N","\N","Bushel nisqa","neutral"
"440","Hankana","Desequilibrar","\N","\N","\N","Desequilibrio","negative"
"441","Hankay","Desequilibrio","\N","\N","\N","Desequilibrio nisqa","neutral"
"442","Hantsa","Páncreas","\N","\N","\N","Páncreas","neutral"
"443","Hapina","coger","\N","agarrar","\N","hapiy","neutral"
"444","Haplla","descomedido","\N","\N","\N","mana kamachikuq","negative"
"445","Harkana","Atrancar","\N","\N","\N","Siqi","neutral"
"446","Kinchana","Cercar","\N","\N","\N","Kancha","positive"
"447","Harkarina","Tolerancia","\N","\N","\N","Harkarina","positive"
"448","Harkariy","Atascarse","\N","\N","\N","Q’ipiy","negative"
"449","Harkashka shimiki","Sílabas trabadas.","\N","\N","\N","sílabas pegadas.","negative"
"450","Hatarikuna","Manifestaciones","\N","\N","\N","manifestaciones nisqakuna","neutral"
"451","Hatariy","Levantamiento","\N","\N","\N","Hoqariy","neutral"
"452","Hatun","Grande","\N","\N","\N","Hatun","neutral"
"453","Hatun apuktukushka","Señoríos","\N","\N","\N","señores nisqakuna","neutral"
"454","Hatun hallmay","Aporque","\N","\N","\N","Hilling","neutral"
"455","Hatun hatun runa","gigante","\N","\N","\N","aswan hatun","neutral"
"456","Hatun ishpa","Caca","\N","\N","\N","Aka","neutral"
"457","isma","Caca","\N","\N","\N","Aka","neutral"
"458","Hatun kaksas","Macizo montaña grande","\N","\N","\N","hatun urqu masi","neutral"
"459","Hatun mama","Abuela","\N","\N","\N","Abuela","neutral"
"460","Hatun paktay","Objetivo general","\N","\N","\N","Objetivo general nisqa","neutral"
"461","Hatun rikuchik","Indicador general","\N","\N","\N","tukuypaq rikuchiq","neutral"
"462","Hatun wankurikuna","Organizaciones nacionales","\N","\N","\N","suyu tantanakuykuna","neutral"
"463","Hatun yachay","Tercer Nivel de Educación Superior","\N","\N","\N","Kimsa kaq Pata Hatun Yachay Wasi","neutral"
"464","hatun tayta","Abuelo","\N","\N","\N","Abuelo","positive"
"465","Hatun yaya","Abuelo","\N","\N","\N","Abuelo","positive"
"466","Hatuna","Vender","\N","\N","\N","Rantikuy","positive"
"467","HATUNA PAMPA","Mercado","\N","\N","\N","Qatu","neutral"
"468","HATUNA WASILLI","Kiosko","\N","chiringuito","\N","kiosco nisqa","neutral"
"469","Hatunkay","Grandeza","\N","\N","\N","Hatun kay","positive"
"470","Hatunkillka","Mayúscula","\N","\N","\N","Hatun qillqa","neutral"
"471","Hatunkucha","Mar","\N","\N","\N","Mama qucha","neutral"
"472","hatunyachanawasi","Universidad","\N","\N","\N","Hatun yachay wasi","neutral"
"473","Hawa","Arriba","\N","\N","\N","Hawa","neutral"
"474","Hawachiy","alzar","\N","\N","\N","wichay","neutral"
"475","Hawahawalla","Superficialmente","\N","\N","\N","Superficialmente","neutral"
"476","Hawakara","Epidermis","\N","\N","\N","Epidermis nisqa","neutral"
"477","Hawakarak","Epidermico","\N","relativo a la epidermis","\N","Epidérmico nisqa","neutral"
"478","Hawalla","Superficial","\N","\N","\N","Superficial nisqa","neutral"
"479","Hawalla shimiki","Sílaba simple.","\N","\N","\N","Sílaba simple.","neutral"
"480","Hawallallpa","Suelo","\N","\N","\N","Allpa","neutral"
"481","Hawapacha","Espacio","\N","cielo","\N","Kiti","neutral"
"482","Hawaykawsay","Civilización","\N","\N","\N","Civilización nisqa","neutral"
"483","Hawchashka","Ensalada","\N","\N","\N","Ensalada","neutral"
"484","Hayak","Amargo","\N","hiel","bilis","Qatqi","negative"
"485","HAYAK MUYU","Pimienta","\N","\N","\N","Pimienta","neutral"
"486","HAYTAYPUKLLAY","Futbol","\N","\N","\N","Futbol","neutral"
"487","Hayñi","Derecho","\N","\N","\N","Kamachiy","neutral"
"488","Hikama","Jícama","\N","\N","\N","Jicama","neutral"
"489","Hillay","Implemento","\N","\N","\N","Llamkana","neutral"
"490","Hillaykuna","Instrumentos","\N","\N","\N","Instrumentokuna","neutral"
"491","Hillaysapa","Aparato","\N","\N","\N","Aparato","neutral"
"492","HILLI","Sopa","\N","\N","\N","Lawa","positive"
"493","Hita","pozo","\N","\N","\N","Allin","neutral"
"494","Pukru","Hondonada","\N","\N","\N","Uchku","negative"
"495","Huchu kiru","Muela","\N","\N","\N","Kiru","negative"
"496","Huku ukuyayllika","Secreccion endogeno","\N","\N","\N","secreción endógena nisqa","negative"
"497","Hukukanllayay","Secrecion exogeno","\N","\N","\N","secreción exógena nisqa","neutral"
"498","Hukurillawsallika","Sistema excretor","\N","\N","\N","Sistema excretorio nisqa","negative"
"499","Humpi","Sudor","\N","\N","\N","Hunpi","neutral"
"500","Humpina","Sudar","\N","\N","\N","Hunpi","negative"
"501","Hunina","Conjugar","\N","\N","\N","Chapuy","neutral"
"502","Hunkay","Semana","\N","\N","\N","Semana","neutral"
"503","Hunta","lleno","\N","\N","\N","hunta","positive"
"504","HUNU","millón","\N","1000000","\N","hunu","positive"
"505","Hutkunantak","Taladro","\N","\N","\N","Ruwarina","neutral"
"506","Huña","Moco","\N","\N","\N","Bugger nisqa","negative"
"507","Ichanik","Duda","\N","\N","\N","Iskayrayay","negative"
"508","Ichanik yuyay","Oración dubitativa","\N","\N","\N","iskayrayaspa mañakuy","neutral"
"509","ILLAK","cero","\N","0","\N","chusaq","neutral"
"510","Illana","No haber","\N","ausentar","\N","mana kapuq","negative"
"511","mana tiyana","No haber","\N","ausentar","\N","mana kapuq","negative"
"512","Illapa","Arma de fuego escopeta","\N","\N","\N","escopeta nisqa arma de fuego","negative"
"513","Illay","faltar","\N","\N","\N","pisi","negative"
"514","Ima rikunchikuna","Causa","\N","\N","\N","Causa","neutral"
"515","Imachik","Verbo","\N","\N","\N","Ruraq","neutral"
"516","Imachik yuyayki","Frase verbal","\N","\N","\N","Frase verbal","neutral"
"517","IMACHIKKUNA","VERBOS","\N","\N","\N","VERBOS","neutral"
"518","Imak","Sujeto","\N","\N","\N","Rimana","neutral"
"519","Imakak","Característica","\N","\N","\N","Característica","neutral"
"520","Imakay","Concepto.","\N","\N","\N","Concepto.","neutral"
"521","Imakay sapsikuna","Características generales","\N","\N","\N","Características generales nisqa","neutral"
"522","Imakaychina","Conceptualizar","\N","\N","\N","Conceptualizay","positive"
"523","Imakaychinamanta","Conceptualización","\N","\N","\N","hamut’ay","positive"
"524","Imallichik","Adverbio","\N","\N","\N","Rimana tikrachiq","neutral"
"525","Imamantachiy","Justificación","\N","\N","\N","Justificación nisqa","positive"
"526","Imanik","Predicado","\N","\N","\N","Predicado nisqa","neutral"
"527","Imapash","Cualquier cosa","\N","\N","\N","Imapas","neutral"
"528","Imarayku","Causas","\N","\N","\N","Causas","neutral"
"529","Imaruran","Consecuencias","\N","\N","\N","Consecuencia","negative"
"530","Imaruray","Función","\N","\N","\N","Ruway","neutral"
"531","Imashinakan","Formas","\N","\N","\N","Rikchaykuna","neutral"
"532","Imatukuna","Acontecer.","\N","\N","\N","Imanay.","neutral"
"533","Imatukuy","Acontecimiento","\N","suceder","\N","Ruwana","neutral"
"534","Imayay","Materia","\N","\N","\N","Rimana","neutral"
"535","Imaykuna","Elementos","\N","\N","\N","Imakuna","neutral"
"536","Imilla","Adolescente hombre","\N","\N","\N","wayna sipas runa","positive"
"537","Inchi","Maní","\N","\N","\N","Maní","neutral"
"538","Inti","Sol","\N","intipuncha Domingo","\N","Inti","positive"
"539","Inti llika","Sistema Solar","\N","\N","\N","Sistema solar nisqa","neutral"
"540","INTI puncha","Domingo","\N","\N","\N","Domingo","neutral"
"541","Inti suyu","Este","\N","\N","\N","Kay","neutral"
"542","Intikinrayllipyay","Solsticios","\N","\N","\N","solsticiokuna","neutral"
"543","Intillayayllipyay","Equinoccio","\N","\N","\N","Equinoccio nisqa","neutral"
"544","Intillika","Sistema solar","\N","\N","\N","Sistema solar nisqa","neutral"
"545","Intiraymi","Fiesta de Sol","\N","\N","\N","inti raymi","positive"
"546","Intishayakllipyay","Equinoccio","\N","\N","\N","Equinoccio nisqa","neutral"
"547","Intiwayllashka","Fotosíntesis","\N","\N","\N","Fotosíntesis nisqa","neutral"
"548","Ishkantinpurachi","Sobreyectiva","\N","\N","\N","surjetivo nisqa","neutral"
"549","ISHKAY","dos","\N","2","\N","iskay","neutral"
"550","ISHKAY CHUNKA","veinte","\N","20","\N","iskay chunka","neutral"
"551","ISHKAY PATSAK","docientos","\N","200","\N","iskay pachak","neutral"
"552","Ishkaychishka kutinkutinchikyuk yapa","Suma de potencias con exponente par","\N","\N","\N","Suma de poderes con exponente par","neutral"
"553","Ishkaychishka yupay","Número par","\N","\N","\N","Yupaypas","neutral"
"554","Ishkaykillkanancha kutinchiy","Factorización de binomios","\N","\N","\N","Factorización de binomios nisqamanta","neutral"
"555","Ishkaymanpurachi","Biyectiva","\N","\N","\N","bijetivo nisqa","neutral"
"556","Ishkayniki kallari yachay","Segundo Nivel","\N","\N","\N","Iskay kaq pata","neutral"
"557","Ishkaynikichishka iñu","Par ordenado","\N","\N","\N","kamachisqa paris","neutral"
"558","Ishkaynipa yuyal","Oración bimembre.","\N","\N","\N","Iskay miembrukuna mañakuy.","neutral"
"559","Ishkaynipa yuyay","Oración bimembre","\N","\N","\N","iskay miembruyuq mañakuy","neutral"
"560","Ishkaypakta kimsamanyaychi","Triángulo isósceles","\N","\N","\N","Isósceles kimsa kuchu","neutral"
"561","Ishpa phuru","Vejiga","\N","\N","\N","Vejiga","neutral"
"562","ISKUN","nueve","\N","9","\N","isqun","neutral"
"563","ISKUN CHUNKA","noventa","\N","90","\N","isqun chunka","neutral"
"564","ISKUN PATSAK","novecientos","\N","900","\N","isqun pachak","neutral"
"565","Ismuwanu","Compost","\N","\N","\N","Compost","neutral"
"566","Isru","Aro","\N","\N","\N","Siwi","neutral"
"567","Iwila","Shampoo natural Planta","\N","\N","\N","Planta champú natural","neutral"
"568","Iñina","Creer","\N","\N","\N","Iñiy","positive"
"569","Iñiy","Creencia","\N","creer","\N","Iñiy","positive"
"570","Iñu uchilla suyukuna","Puntos colaterales","\N","\N","\N","puntos colaterales nisqa","neutral"
"571","Iñuku","Átomo","\N","\N","\N","Atomo","neutral"
"572","Iñuwa","Molécula","\N","\N","\N","Molécula","neutral"
"573","Kachachik","Imperativo","\N","\N","\N","Imperativo","neutral"
"574","Kachachik yuyay","Oración imperativa","\N","\N","\N","oración imperativa","neutral"
"575","Kachamuna","Mandar","\N","enviar","\N","Apachiy","neutral"
"576","Kacharishka","Libre","\N","\N","\N","Qispisqa","positive"
"577","Kachi","Sal","\N","\N","\N","Kachi","neutral"
"578","Kachipurawa","Borraja","\N","\N","\N","Boraje","neutral"
"579","Kahaskancha","Cordillera","\N","\N","\N","Urqukuna","neutral"
"580","Kahasmuku","Nudos de cordillera","\N","\N","\N","urqukuna nudokuna","neutral"
"581","Kakatsu","Lagaña","\N","\N","\N","Lagana","neutral"
"582","Kakchiy","Definición","\N","\N","\N","Niynin","neutral"
"583","Kakrikuchina","Describir.","\N","\N","\N","Niy.","neutral"
"584","Kaksaskancha","Cordillera","\N","\N","\N","Urqukuna","neutral"
"585","Kaksaskuna","Accidentes geográficos","\N","\N","\N","Accidentes geográficos nisqamanta","neutral"
"586","Kaksasmuku","Nudos de cordillera","\N","\N","\N","urqukuna nudokuna","neutral"
"587","Kaksasuyu pampa","Area Andina","\N","\N","\N","Área Andina","neutral"
"588","Kaktarikuchik","Físico Estructura","\N","\N","\N","Estructura Física nisqa","neutral"
"589","Kakunamaki","desafío","\N","\N","\N","atipanakuy","negative"
"590","kakwillay","Certificado","\N","\N","\N","Chiqaqyachiy","positive"
"591","Kakwillay- illu","Certificado.","\N","\N","\N","Chiqaqyachiy.","positive"
"592","Kalak","Débil","\N","\N","\N","Unpu","negative"
"593","Kallanpa","Hongo","\N","\N","\N","Kallanpa","negative"
"594","Kallari yachay","Primer Nivel de Educación Básica","\N","\N","\N","Primer Nivel de Educación Básica nisqa","neutral"
"595","Kallari yuyay","Introducción","\N","\N","\N","Qallariy","neutral"
"596","Kallarillaktayku","Primeros pobladores","\N","\N","\N","ñawpaq tiyaqkuna","neutral"
"597","Kallarinancha","Dominio","\N","\N","\N","Dominio","positive"
"598","Kallariy","Presentación","\N","inicio","\N","Riqsichiy","neutral"
"599","Kallariy yachay","Educación Básica.","\N","\N","\N","Educación básica nisqa.","neutral"
"600","Kallariyuyay","Presentación","\N","\N","\N","Riqsichiy","neutral"
"601","Kallpa","Vigor","\N","\N","\N","Vigor","positive"
"602","Kallpana","Correr","\N","\N","\N","Paway","neutral"
"603","Kallpanakuy","Atletismo","\N","\N","\N","Atletismo nisqa","positive"
"604","Kallpay","Correr","\N","\N","\N","Paway","neutral"
"605","Kalluwatariy","Trabalengua","\N","\N","\N","simi t’ikrakuq","neutral"
"606","kamachashka","protegido","\N","\N","\N","amachasqa","positive"
"607","kamachay","Proteger","\N","\N","\N","Harkay","positive"
"608","Kamachik","Legislador","\N","Consejero","\N","Kamachikuq","neutral"
"609","Kamachik atiy","Poder Legislativo","\N","\N","\N","Kamachiy atiy","neutral"
"610","Kamachik wasi","Corte superior de justicia","\N","\N","\N","tribunal superior de justicia nisqa","neutral"
"611","Kamachikamay","Administración","\N","\N","\N","Kamachiy","neutral"
"612","Kamachikkuna","Leyes","\N","\N","\N","kamachiykunata","positive"
"613","Kamachina","Consejo","\N","exhoracion","\N","Kunay","neutral"
"614","Kamachipuk","Legislativo","\N","\N","\N","Legislativo nisqa","neutral"
"615","Kamachipuk Tay","Poder Legislativo","\N","\N","\N","Kamachiy atiy","neutral"
"616","Kamachipuy","Legislar","\N","\N","\N","Kamachiy","neutral"
"617","Kamachiy","aconsejar","\N","\N","\N","kunay","positive"
"618","Kamakay","Higiene","\N","\N","\N","Higiene","positive"
"619","Kamana","Cuidar","\N","abundancia","\N","Qhawariy","positive"
"620","Kamanayay","Precaución","\N","\N","\N","Waqaychasqa","positive"
"621","Kamari","Regalo","\N","\N","\N","Suñay","positive"
"622","Kamari- Challay","Ofrenda","\N","\N","\N","Ofrenda","positive"
"623","Kamay","Cuidar","\N","proteccion","\N","Qhawariy","positive"
"624","Kamay paktachi atiy","Poder Judicial","\N","\N","\N","Poder de abogado nisqa","neutral"
"625","Kamayku","Evaluación","\N","\N","\N","Qawapay","neutral"
"626","Kamaykuchiy","Verificación","\N","\N","\N","chiqaqchay","neutral"
"627","Kamaykuna","Evaluar","\N","\N","\N","Qawapay","neutral"
"628","Kamaykurina","Auto evaluar.","\N","\N","\N","Kikinmanta chaninchakuy.","neutral"
"629","Kamaykuriy","Auto-evaluación","\N","\N","\N","Kikinmanta chaninchakuy","positive"
"630","Kamaykuy","Evaluación","\N","\N","\N","Qawapay","neutral"
"631","Kamaypakta","Mandato","\N","\N","\N","Mandato","neutral"
"632","Kamayuk","Cuidador","\N","facultades de autoridad","\N","Cuidador","neutral"
"633","Kamayuk Wasi","Ministerio","\N","\N","\N","Willakuy","neutral"
"634","Kamikuy","agravio","\N","\N","\N","queja nisqa","negative"
"635","kamu","libro","\N","\N","\N","maytu","positive"
"636","Kamukuska","Biblioteca","\N","\N","\N","Yachay taqi","neutral"
"637","Kamuti","Camote","\N","\N","\N","Miski papa","neutral"
"638","Kamuyachik","Imprenta","\N","\N","\N","Imprenta","neutral"
"639","Kan","Tú","\N","\N","\N","Qam","neutral"
"640","Kana","Ser","\N","estar","\N","Kay","neutral"
"641","Kancha","Afuera","\N","\N","\N","Hawapi","neutral"
"642","Kancha shuti","Sustantivo colectivo","\N","\N","\N","huñusqa suti","neutral"
"643","Kanchachani milka","Cuadro estadístico","\N","\N","\N","Tabla estadística","neutral"
"644","Kanchachani shuyu","Gráfico estadístico","\N","\N","\N","Gráfico estadístico nisqa","neutral"
"645","Kanchachanikamay","Estadística","\N","\N","\N","Estadísticas nisqamanta","neutral"
"646","Kanchaman","Hacia fuera","\N","\N","\N","Hawa","neutral"
"647","Kanchayashka","Convexo","\N","\N","\N","Convexo nisqa","neutral"
"648","KANCHIS","siete","\N","7","\N","qanchis","neutral"
"649","KANCHIS CHUNKA","setenta","\N","70","\N","qanchis chunka","neutral"
"650","KANCHIS PATSAK","setecientos","\N","700","\N","qanchis pachak","neutral"
"651","Kankuna","Ustedes","\N","vosotros","\N","qamkuna","neutral"
"652","kikinkuna","Ustedes","\N","vosotros","\N","qamkuna","neutral"
"653","Kanllayay","Externo","\N","\N","\N","Hawa kaq","neutral"
"654","Kapak","Diciembre","\N","\N","\N","Diciembre killa","neutral"
"655","Kapak apuk","Gobierno","\N","\N","\N","Kamachiy","neutral"
"656","KAPAK killa","Diciembre","\N","\N","\N","Diciembre killa","neutral"
"657","Kapak llakta","Reino","\N","\N","\N","Reino","neutral"
"658","Kapak saylla","Meridiano","\N","\N","\N","Meridiano nisqa","neutral"
"659","Kapak shuyu","Mapa político","\N","\N","\N","Mapa político","neutral"
"660","Kapakchi tantanakuy","Organización política","\N","\N","\N","Organización política nisqa","neutral"
"661","Kapakchunkana","Ajedréz","\N","\N","\N","Ajedrez","neutral"
"662","Kapakkamay","Política","\N","\N","\N","Politica","negative"
"663","Kapakllakta","Imperio","\N","\N","\N","Imperio","neutral"
"664","Kapakmarka","Imperio","\N","reinado","\N","Imperio","neutral"
"665","Kapaktukukamay","Politica","\N","\N","\N","Politica","negative"
"666","Kapasaylla","Meridiano","\N","\N","\N","Meridiano nisqa","neutral"
"667","Kapisayu","Poncho.","\N","alargado y entero Kitukara","\N","Poncho.","neutral"
"668","Kapuk- pukushka","Producto","\N","\N","\N","Ruru","neutral"
"669","Kapulli","Capulí","\N","\N","\N","Capuli","neutral"
"670","Kara","Corteza","\N","piel","cáscara","Corteza nisqa","neutral"
"671","Karana","dar regalo.","\N","\N","\N","Regalota qoy.","positive"
"672","Karaskruyuwa","Crustáceos","\N","\N","\N","Crustáceos nisqakuna","neutral"
"673","Kari","Hombre","\N","\N","\N","Qari","neutral"
"674","kari atallpa","gallo","\N","\N","\N","gallo","neutral"
"675","Karilla","Gallardo","\N","\N","\N","Gallante","neutral"
"676","Karipurakuyay","Homosexualidad","\N","\N","\N","Homosexualidad nisqa","neutral"
"677","Kariwarmikanakamay","Sexualidad","\N","\N","\N","Sexualidad nisqa","positive"
"678","Karkanka- sakru","Esqueleto","\N","\N","\N","Esqueleto","neutral"
"679","sakru","Esqueleto","\N","\N","\N","Esqueleto","neutral"
"680","Karkay","Vertebrado","\N","\N","\N","Vertebrado nisqa","neutral"
"681","Karu","Lejos","\N","\N","\N","Karu","negative"
"682","Karuwillay","Telegrama","\N","\N","\N","Telegrama nisqa","neutral"
"683","Karuyari","Teléfono","\N","\N","\N","Telefono","neutral"
"684","KARUYARIK WASILLI","Cabina Telefonica","\N","\N","\N","Cabina de teléfono","neutral"
"685","Karwa","Llovizna","\N","\N","\N","Ch’aqchuy","neutral"
"686","KARWAY killa","Agosto","\N","\N","\N","Agosto killa","neutral"
"687","Kasha","Espina","\N","\N","\N","Kichka","negative"
"688","Kashakarayukwa","Equidermos","\N","\N","\N","equiderms nisqa","neutral"
"689","Kasi","tranquilo","\N","quieto","\N","hawka","positive"
"690","Kasik","Paz","\N","\N","\N","Wakin","positive"
"691","Kasilla","tranquilidad","\N","\N","\N","tranquilidad nisqa","positive"
"692","kasku","Pecho","\N","\N","\N","Qasqu","neutral"
"693","Kasku tullu","Esternón","\N","\N","\N","Chuchu tullu","neutral"
"694","Kaspana","Chamuscar","\N","\N","\N","Singe","negative"
"695","Kaspi","Palo","\N","Madera","\N","Kaspi","neutral"
"696","Kaspimakana","espada","\N","\N","\N","espada","neutral"
"697","Katana","Cubrir","\N","\N","\N","Qatay","neutral"
"698","killpana","Cubrir","\N","\N","\N","Qatay","neutral"
"699","Katariy","Levantamiento","\N","\N","\N","Hoqariy","neutral"
"700","Kati paktachik","Complemento indirecto.","\N","\N","\N","Complimento indirecto nisqa.","neutral"
"701","Katichay","Prosa","\N","\N","\N","Prosa","positive"
"702","Katichina","Imitar.","\N","\N","\N","Mock.","negative"
"703","Katik iñu","Punto seguido.","\N","\N","\N","Punto qatipasqa.","neutral"
"704","Katik paktachik KP","Complemento indirecto","\N","\N","\N","Complimento indirecto nisqa","neutral"
"705","Katikmanyaypurachi","Coseno","\N","\N","\N","Cosina","neutral"
"706","Katikmanyaypuramunchi","Secante","\N","\N","\N","Ch’akichiy","neutral"
"707","Katiknina","Narrar","\N","\N","\N","Willakuy","neutral"
"708","Katikunkuy","Epidemia","\N","\N","\N","Epidemiología","negative"
"709","purikunkuy","Epidemia","\N","\N","\N","Epidemiología","negative"
"710","Katina","Seguir","\N","\N","\N","Qatiq","positive"
"711","Katinalla","Modelo","\N","\N","\N","Qatina","neutral"
"712","Katinti yupaykuna","Series numéricas","\N","\N","\N","serie numérica nisqa","neutral"
"713","Katisuyu rikuchik iñu","Puntos Colaterales","\N","\N","\N","Puntos Colaterales nisqa","neutral"
"714","Katsu","Escarabajo","\N","\N","\N","Escarabajo","neutral"
"715","katuranti","negocio","\N","\N","\N","qatuna","positive"
"716","Katuy","vender","\N","\N","\N","rantikuy","positive"
"717","Katuyranti","Feria","\N","\N","\N","Allinlla","positive"
"718","Katuyrantin chani","El valor del intercambio","\N","\N","\N","Chay t’ikraypa chanin","positive"
"719","KAWALLI","lente","\N","gafas","\N","lente nisqa","neutral"
"720","Kawana","Cantar","\N","\N","\N","Takiy","neutral"
"721","Kaway","Observación.","\N","\N","\N","Qawariy.","neutral"
"722","Kawchuna","Torcer","\N","\N","\N","Muyuy","neutral"
"723","Kawi","Rombo","\N","\N","\N","Diamante nisqa","neutral"
"724","Kawikuk","Romboide","\N","\N","\N","Romboide nisqa","neutral"
"725","KAWILLI","Camilla","\N","\N","\N","Camilla","neutral"
"726","KAWITU","Mueble","\N","\N","\N","Pedazo de mueble","neutral"
"727","TIYARINA","Mueble","\N","\N","\N","Pedazo de mueble","neutral"
"728","Kawpuna","Torcer","\N","\N","\N","Muyuy","neutral"
"729","Kawsa marka runa","Nacionalidades.","\N","\N","\N","Nacionalidades nisqakuna.","neutral"
"730","Kawsakkuna","Seres","\N","\N","\N","serkuna","neutral"
"731","Kawsana","Vivir","\N","\N","\N","Kawsay","positive"
"732","Kawsay","Cultura","\N","vida","\N","Cultura","neutral"
"733","Kawsay killka","Biografía","\N","\N","\N","Biografía","neutral"
"734","Kawsay killkamachiy","Registro Civil","\N","\N","\N","Registro civil nisqa","neutral"
"735","Kawsay mallki","Herencia genética","\N","\N","\N","Patrimonio genético nisqa","neutral"
"736","Kawsaykuk","Célula","\N","\N","\N","Pukullu","neutral"
"737","Kawsaykuktantalli","Tejido","\N","\N","\N","Awa","neutral"
"738","Kawsaymarka","Nacionalidad","\N","\N","\N","Suyumanta","neutral"
"739","Kawsaypacha","Medio ambiente","\N","\N","\N","Medio ambiente","neutral"
